Title,Link,Citations,Year
Apple role through Fair Labour Association (FLA) in order to fixing Foxconn's sweatshop in China,https://journal.unpar.ac.id/index.php/JurnalIlmiahHubunganInternasiona/article/download/1317/1280/2767.pdf,5,2014
747 The Social Construction and Development of an Integrated Child Protection System: In Search of Core Templates in a Diversified and Decentralized …,N/A,0,2023
Modern Slavery Statement 2018-19-1. Introduction 2. Organisational structure and supply chains,N/A,0,2019
Combating Child Laboure In Pakistan's Agriculture Sector: Current Scenario And Emerging Policy Challenges,https://kurdishstudies.net/menu-script/index.php/KS/article/download/3128/2096,0,2024
The academic sweatshop: Changes in the capitalist infrastructure and the part-time academic,N/A,22,1994
White-collar sweatshop: The deterioration of work and its rewards in corporate America,N/A,370,2002
Understanding children's harmful work in African agriculture: points of departure,https://core.ac.uk/download/pdf/322458820.pdf,7,2020
"Why should we care about child labor?: The education, labor market, and health consequences of child labor",https://www.nber.org/system/files/working_papers/w10980/w10980.pdf,567,2009
Sweatshop Workers and Domestic Ideologies: Dominican Women in New York's Apparel Industry.,N/A,79,1994
"Health hazards of child labor in the leather products and surgical instrument manufacturing industries of Sialkot, Pakistan.",N/A,0,2017
What is the Monetary Value of Slave Labor: Restitution Based on a Traditional Fair Market Value Valuation Basis May Not Fully Compensate Human Labor Trafficking …,https://huskiecommons.lib.niu.edu/cgi/viewcontent.cgi?article=1188&context=niulr,7,2010
Sweatshop labour practices: The bottom line to bring change to the new millennium case of the apparel industry,N/A,17,2002
Beyond sweatshops: Positive deviancy and global labour practices,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=797129,113,2005
Modern slavery in supply chains: toward a theoretically based research agenda,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4902502,0,2024
The ethics of sweatshops and the limits of choice,N/A,81,2015
Thoughts on finding and assisting individuals in forced labor in the USA,N/A,37,2010
Neoliberal capitalism and precarious work: Ethnographies of accommodation and resistance,N/A,96,2016
Abuse of Female Sweatshop Laborers: Another Form of Sexual Harassment the Does Not Fit Neatly into the Judiciary's Current Understanding of Discrimination …,https://www.repository.law.indiana.edu/cgi/viewcontent.cgi?article=1873&context=ilj,8,2003
Transparency in supply chains and the lived experiences of workers and their families in the garment sectors of Bangladesh and Myanmar,https://research-information.bris.ac.uk/files/209886884/JBA_7s1_02_Vaughn_Balch_Johns_Currie.pdf,19,2019
"M.“National Legislation, Policy, and Strategy on Child Labor in Malawi‑Identifying the Gaps,”",N/A,2,NA
"Outsourcing Production and Commerce: A Close Examination of Unregistered Salaried Workers, Sweatshop Workers, Homeworkers, and Ambulant Vendors for Firms",N/A,1,2014
Informal economy literature review,https://www.aspeninstitute.org/wp-content/uploads/2017/04/InformalEconomyLiteratureReview.pdf,280,2002
The historic and social importance of childhood for the construction of the right to health at work,N/A,0,2017
Trafficking in Persons,N/A,14,NA
Voluntary certification systems to protect children's safety and health in agriculture,N/A,0,2014
"Gulag town, company town: Forced labor and its legacy in Vorkuta",N/A,154,2014
What are the Risks to Minors who Work in the Construction Industry?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10141679/,2,2021
Labour Exploitation in the Global Garment Industry: Who is to Blame?,N/A,1,NA
"Pandemic, lockdown and modern slavery among Sri Lanka's global assembly line workers",https://vc.bridgew.edu/cgi/viewcontent.cgi?article=2359&context=jiws,20,2021
Minimum Wages in Agriculture in the Northeast States,https://ageconsearch.umn.edu/record/257679/files/magr-pennstate-007.pdf,0,1968
Sweatshops and third world living standards: Are the jobs worth the sweat?,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3d4f48a31b16557ddddf2ae5c2313afd4630a317,134,2006
The ethical and economic case against sweatshop labor: A critical assessment,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1947569,195,2012
Global apparel production and sweatshop labour: can raising retail prices finance living wages?,N/A,141,2004
Subsidizing Sweatshops II: how our tax dollars can foster worker rights and economic recovery rather than fuel the race to the bottom,https://ecommons.cornell.edu/bitstream/1813/100819/1/ilrf_SubsidizingSweatshops_II.pdf,0,2009
Brick kilns of Nepal: a non-governmental organization perspective,https://www.scirp.org/journal/paperinformation?paperid=90373,13,2019
Putting wages back into competition: deunionization and degradation in place-bound industries,https://lerawebillinois.web.illinois.edu/index.php/LERAMR/article/view/2495/2489#page=69,24,2008
Kids at work: Lewis Hine and the crusade against child labor,N/A,152,1994
The Wal-Mart supply chain controversy,N/A,6,2006
"Mapping global production in New York City's garment industry: The role of Sunset Park, Brooklyn's immigrant economy",https://www.academia.edu/download/45392598/Mapping_Global_Production_in_New_York_Ci20160505-4375-1t3q4o6.pdf,56,2003
"Company codes of conduct and international standards: an analytical comparison: Apparel, footwear and light manufacturing, agribusiness, tourism",N/A,2,2003
"Wage Labour and Unfreedom in Agriculture: An Indian Case Study. By VK RAMACHANDRAN. Oxford: Clarendon Press, 1990. xvii, 321 pp. $79.00.",N/A,0,1992
Agency and Resistance in the Sociology of Agriculture and Food,N/A,21,2008
"Nike's law: the anti-sweatshop movement, transnational corporations, and the struggle over international labor rights in the Americas",https://www.academia.edu/download/30805114/law_and_globalization_from_below.pdf#page=81,72,2005
A child labor social clause: analysis and proposal for action,N/A,66,1998
CSR institutionalized myths in developing countries: An imminent threat of selective decoupling,https://www.researchgate.net/profile/Dima-Jamali/publication/316988774_CSR_Institutionalized_Myths_in_Developing_Countries_An_Imminent_Threat_of_Selective_Decoupling/links/591c00550f7e9b7727d9357a/CSR-Institutionalized-Myths-in-Developing-Countries-An-Imminent-Threat-of-Selective-Decoupling.pdf,215,2017
291 Labor,N/A,0,2018
"Class, geography, and the consumerist turn: UNITE and the Stop Sweatshops Campaign",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2a51c690a3dc62302319844e33b3d1df6be513b2,123,2000
Sub-supplier management approaches in the context of modern slavery–The cases of the construction and food industries,N/A,0,NA
Household income as a determinant of child labor and school enrollment in Brazil: Evidence from a social security reform,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1316709,305,2012
Conceptual Framework for Traceability in the Construction Sector,N/A,1,NA
Does globalization increase child labor?,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=310344,240,2002
System architecture for blockchain based transparency of supply chain social sustainability,https://repository.essex.ac.uk/27955/1/RCIM_Blockchain_social_sustainability_Authorscopy.pdf,433,2020
Global governance and labor rights: Codes of conduct and anti-sweatshop struggles in global apparel factories in Mexico and Guatemala,https://www.academia.edu/download/8230674/rodriggaravitoglobalgovernancelaborrights.pdf,389,2005
(Not) hanging on the telephone: payment systems in the new sweatshops,https://eprints.lse.ac.uk/20275/1/%28Not%29Hanging_on_the_Telephone_Payment_systems_in_the_New_Sweatshops.pdf,513,1998
Sweatshop liability: Corporate codes of conduct and the governance of labor standards in the international supply chain,N/A,68,2010
Making chinese labor law work: the prospects for regulatory Innovation in the People's Republic of China,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1030105,122,2006
Should child labor be eliminated? An HRD perspective,https://onlinelibrary.wiley.com/doi/pdf/10.1002/hrdq.1090,34,2004
Why economists are wrong about sweatshops and the antisweatshop movement,https://www.researchgate.net/profile/John-Miller-65/publication/5170476_Why_Economists_Are_Wrong_About_Sweatshops_and_the_Antisweatshop_Movement/links/57aef92b08ae0101f17705cf/Why-Economists-Are-Wrong-About-Sweatshops-and-the-Antisweatshop-Movement,95,2003
Garment sweatshop regimes: The informalisation of social responsibility over health and safety provisions,https://eprints.soas.ac.uk/19605/1/Mezzadri_WorkingPaper.pdf,10,2015
Restoring Childhood: Savind the World's Children from Toiling in Textile Sweatshops,N/A,34,1996
Palermo at 20: A retrospective and prospective,https://www.tandfonline.com/doi/pdf/10.1080/23322705.2020.1690117,33,2020
"Garment sweatshop regimes, the laboring body, and the externalization of social responsibility over health and safety provisions",https://www.researchgate.net/profile/Alessandra-Mezzadri/publication/319486439_6_Garment_Sweatshop_Regimes_the_Laboring_Body_and_the_Externalization_of_Social_Responsibility_over_Health_and_Safety_Provisions_Health_and_Safety_of_the_World's_Garment_Workers/links/5c6be72b299bf1e3a5b2a057/6-Garment-Sweatshop-Regimes-the-Laboring-Body-and-the-Externalization-of-Social-Responsibility-over-Health-and-Safety-Provisions-Health-and-Safety-of-the-Worlds-Garment-Workers.pdf,13,2017
Exploitation or Empowerment? The Impact of Textile and Apparel Manufacturing on the Education of Women in Developing Countries.,https://mpra.ub.uni-muenchen.de/58125/1/MPRA_paper_58125.pdf,7,2014
Toward a Redefinition of the US Sweatshop,https://scholarsarchive.library.albany.edu/cgi/viewcontent.cgi?article=1001&context=lacs_grad_scholar,4,2014
"Child labor and schooling in Bolivia: Who's falling behind? The roles of domestic work, gender, and ethnicity",https://repositorio.uchile.cl/bitstream/handle/2250/128261/Contreras_Dante.pdf?sequence%3D1,100,2011
Fair Labor Standards Act of 1938: Maximum struggle for a minimum wage,https://vlibrary.info/Library/Maximum%20Struggle%20for%20a%20Minimum%20Wage.pdf,221,1978
Building trust between consumers and corporations: The role of consumer perceptions of transparency and social responsibility,https://www.researchgate.net/profile/Gwendolyn-Hustvedt/publication/258162027_Building_Trust_Between_Consumers_and_Corporations_The_Role_of_Consumer_Perceptions_of_Transparency_and_Social_Responsibility/links/55e710a908ae3e121841fc3a/Building-Trust-Between-Consumers-and-Corporations-The-Role-of-Consumer-Perceptions-of-Transparency-and-Social-Responsibility.pdf,664,2014
Market movements: Nongovernmental organization strategies to influence global production and consumption,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1162/1088198054084608,330,2005
Unshackling the Thirteenth Amendment: Modern slavery and a reconstructed civil rights agenda,https://ir.lawnet.fordham.edu/cgi/viewcontent.cgi?article=3872&context=flr,140,2002
Immigration and the global city hypothesis: Towards an alternative research agenda,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1468-2427.00386,179,2002
"Sweatshop Strife: Class, Ethnicity, and Gender in the Jewish Labour Movement of Toronto, 1900-1939",N/A,153,1992
The Decline in Work Time and the Increase in Free Time of Manufacturing Employees from 1890 to World War I.,http://journal.apee.org/index.php/ajax/GDMgetFile/Spring2011_3.pdf,0,2011
Understanding digital sweatshops: A qualitative investigation of workers' perspectives,N/A,0,2024
Are Foreign-Owned Businesses in Viet Nam Really Sweatshops?,https://ageconsearch.umn.edu/record/13205/files/mae701a.pdf?ln=en&withWatermark=1,22,2000
"Some Observations on Unfree Labour, Capitalist Restructuring, and Deproletarianization1",https://www.cambridge.org/core/services/aop-cambridge-core/content/view/6A7CBA66DB04BBB9FCD142E1EBC66D81/S0020859000112593a.pdf/div-class-title-some-observations-on-unfree-labour-capitalist-restructuring-and-deproletarianization-a-href-fn01-ref-type-fn-1-a-div.pdf,127,1994
The effect of child labor on learning achievement,N/A,507,2003
The Chinatown sweatshops: Oppression and an alternative,N/A,21,1971
Is child labor inefficient?,https://www.academia.edu/download/75785496/96fdb14cad1df8d15863904ad9e26810c74e.pdf,1297,2000
Child labor and school attendance: Two joint decisions,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=176068,150,1998
Making Space for Geography 14 in Labour Process Theory,https://www.researchgate.net/profile/Andrew-Herod/publication/285916807_Making_Space_for_Geography_in_Labour_Process_Theory/links/572bc7d008aef7c7e2c6b8c0/Making-Space-for-Geography-in-Labour-Process-Theory.pdf,54,2017
Presence: consumers' different reactions to service and manufacturing firms with low CSR in social conduct,N/A,0,2024
Developing better indicators of human trafficking,https://winrock.indikit.net/userfiles/files/IndiKit/External%20Resources/External%20Resources%202/14_%20Laczko%26Gramegna_Developing%20Better%20Indicators%20of%20Human%20Trafficking.pdf,417,2003
Child labour: Impact on academic performance and social implication: A case of Northeast Uganda,https://ir.kiu.ac.ug/bitstreams/6884df9a-9242-4872-b425-f6af1b21c247/download,31,2013
Sociological issues in child labor at automobile and engineering workshops,N/A,1,NA
International Construction Law: The Development of the Business and Human Rights Treaty and its Implications on Migrant Workers,https://georgia-international-journal.scholasticahq.com/article/35565.pdf,0,2021
14 Chinese immigrant entrepreneurs in Italy,N/A,34,2005
The origins of forced labor in the Witwatersrand,N/A,17,1986
Devaluation of Labour Rights: An Empirical Perspective on Increasing Contractualisation of Work in India's Manufacturing Sector,N/A,0,2024
Modern slavery in global supply chains: can national action plans on business and human rights close the governance gap?,N/A,25,2019
Compulsory school attendance and child labor: A study of the historical development of regulations compelling attendance and limiting the labor of …,N/A,173,1921
"Sweatshops at sea: Merchant seamen in the world's first globalized industry, from 1812 to the present",https://www.academia.edu/download/75888363/1951c409cef0497215d2eceba57a05f5ac64.pdf,145,2011
"The Nike sweatshop email: Political consumerism, internet, and culture jamming",N/A,163,2017
The global child labor problem: what do we know and what can we do?,https://www.flowdas.com/wp-content/uploads/2009/09/338750PAPER0WBER0171201PUBLIC11.pdf#page=7,584,2003
DECENT WORK IN AGRICULTURE: A SYSTEMATIC LITERATURE REVIEW,https://iris.unito.it/bitstream/2318/1975391/1/euromed2023-book-of-proceedings-2023-10-26_compressed.pdf#page=1008,0,2023
Innovative enterprise or sweatshop economics?: in search of foundations of economic analysis,http://www.theairnet.org/v3/backbone/uploads/2016/03/Lazonick.SweatshopEconomics_AIR-WP15.1101.pdf,61,2016
Fighting racism in Turkey: Kurdish homeownership as an anti-racist practice,https://www.academia.edu/download/64687114/Gullistan_Yarkin_Fighting_racism_in_Turkey_Kurdish_homeownership_as_an_antiracist_practice.pdf,18,2020
Human before the garment: Bangladesh tragedy revisited. Ethical manufacturing or lack thereof in garment manufacturing industry,https://www.researchgate.net/profile/Zeenath-Reza-Khan/publication/299488741_Human_before_the_Garment_Bangladesh_Tragedy_Revisited_Ethical_Manufacturing_or_Lack_Thereof_in_Garment_Manufacturing_Industry/links/5d9b98a992851c2f70f3fdc3/Human-before-the-Garment-Bangladesh-Tragedy-Revisited-Ethical-Manufacturing-or-Lack-Thereof-in-Garment-Manufacturing-Industry.pdf,33,2015
"The specialized child labour within the framework of modern agriculture: the case of highland poblano, Mexico.",N/A,0,2013
A Wrench in the Global Works: Anti-Sweatshop Activism on Campus.,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2e171dfd54a08300912b8ea993fbdc33fe043099,39,2004
Transparency of global apparel supply chains: Quantitative analysis of corporate disclosures,https://onlinelibrary.wiley.com/doi/pdf/10.1002/csr.1378,70,2016
"The role of NGOs in ameliorating sweatshop‐like conditions in the global supply chain: The case of Fair Labor Association (FLA), and Social Accountability …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/basr.12079,41,2016
Multinational corporations and child labor,N/A,7,2004
Occupational injury deaths of 16-and 17-year-olds in the United States.,https://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.84.4.646,152,1994
Green procurement practices and barriers in furniture manufacturing companies,https://www.academia.edu/download/59917914/Green_Procurement_Practices20190702-53367-hxchp9.pdf,39,2018
Looking at the other through the eye of a needle: Korean garment businesses and inter-ethnic relations in Argentina,https://clok.uclan.ac.uk/22029/1/Kim%20%282014%29%20Looking%20at%20the%20Other%20through%20the%20Eye%20of%20a%20Needle.pdf,19,2014
Child labor in Cote d'Ivoire: incidence and determinants,https://books.google.com/books?hl=en&lr=&id=k8TKY_YZumsC&oi=fnd&pg=PA2&dq=Construction+OR+Manufacturing+OR+agriculture+AND+(%22modern+slavery%22+OR+%22forced+labor%22+OR+%22labor+exploitation%22+OR+sweatshop+OR+%22compulsory+labor%22+OR+%22unfree+labor%22+OR+%22debt+bondage%22+OR+%22child+labor%22)&ots=a5AqExX4fa&sig=W_TYHeDCJENeoc85Fvleq4voxU0,237,1998
Poverty and the Globalization of the Food and Agriculture System,https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/37192/1/127840.pdf,3,2007
… Analysis of the Efficacy of Non-Governmental and Inter-Governmental Complaint Mechanisms in Addressing Worker Rights Issues in Mexico's Garment Manufacturing …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1652930,0,2001
"Big Business, NGOs and Labour Standards in Developing Nations",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1367296,5,2007
… has broken into a sweat: CORPORATE SOCIAL RESPONSIBILITY PART II: The sports equipment maker has been a target for anti-sweatshop campaigners. It has …,N/A,1,2002
Educational performance and child labor in Paraguay,https://www.academia.edu/download/50338141/Educational_performance_and_child_labor_20161115-6191-qjg3kt.pdf,313,1995
As cheap as humanly possible: why consumers care less about worker welfare,https://eprints.qut.edu.au/225918/1/Accepted_Manuscript_As_cheap_as_humanly_possible.pdf,30,2021
"Exploring the Ethical Dimensions of Space Construction: A Holistic Examination of Resource Extraction, Social Sustainability, and Global Equity",N/A,0,2024
Modern slavery legislation and the limits of ethical fashion,N/A,6,2024
"Race, nation, and culture in recent immigration studies",N/A,123,1999
Crafts shop or sweatshop? The uses and abuses of craftsmanship in twentieth century America,N/A,16,1989
Corporate social responsibility beyond borders: US consumer boycotts of a global company over sweatshop issues in supplier factories overseas,N/A,27,2019
Do foreign-owned firms pay more?: Evidence from the Indonesian manufacturing sector,N/A,8,2009
Construction Laborer Dies In Trench Cave-In At Oil Tank Removal Site in Massachusetts,https://www.cdc.gov/niosh/face/stateface/ma/97ma031.html,0,NA
"Solutions, not scapegoats: Abating sweatshop conditions for all low-wage workers as a centerpiece of immigration reform",https://nyujlpp.org/wp-content/uploads/2012/11/SMITH-RUCKELSHAUS-SOLUTIONS-NOT-SCAPEGOATS.pdf,44,2006
"The North Korean Workers in Russia: problematizing the"" forced labor"" discourse",https://muse.jhu.edu/article/748244/pdf,8,2020
Cash transfers and child labor,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=2418728,225,2014
Morocco-Rainfed Agriculture Development Project,N/A,0,NA
Improving supplier's situation through supplier cooperation: The case of Xintang jeans town,https://www.researchgate.net/profile/Sri-Talluri/publication/234139563_Improving_Supplier%27s_Situation_through_Supplier_Cooperation_The_Case_of_Xintang_Jeans_Town/links/5b31855ea6fdcc8506cff109/Improving-Suppliers-Situation-through-Supplier-Cooperation-The-Case-of-Xintang-Jeans-Town.pdf,30,2012
"They will be Yours for Corvée and Serve You: Forced Labor in the Hebrew Bible, Modern America, and Twentieth-century Communist States",N/A,4,2016
New governance and the role of public and private monitoring of labor conditions: sweatshops and China social compliance for textile and apparel industry …,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1904061,23,2010
The global milkbar and the local sweatshop: ethnic small business and the economic restructuring of Sydney,https://ro.uow.edu.au/cgi/viewcontent.cgi?article=1002&context=cmsworkpapers,48,1991
The social and economic impact of the call center industry in Ireland,https://www.academia.edu/download/34321884/Social_and_Economic_Impact_2007.pdf,21,2007
Exploring child labor with young students,N/A,7,2014
Comparative treatment of human trafficking in the United States & Israel: Financial tools to encourage victim rehabilitation and prevent trafficking,N/A,14,2007
Sewing hope: how one factory challenges the apparel industry's sweatshops,N/A,15,2017
Ottoman manufacturing in the age of the industrial revolution,N/A,295,2002
Manufacturing ethnicity,N/A,48,1997
An Overview of the Legislation on Sustainability and Strategy Accessing the Sustainability Performance of Road Construction Projects in Vietnam,N/A,1,2022
Industrial Transformation and Market Integration Along the American Manufacturing Frontier: The Midwest from 1850 to 1880,https://thebhc.org/sites/default/files/beh/BEHprint/v017/p0201-p0206.pdf,2,1988
Child labor in construction sector in Nepal: A case study of Kathmandu valley,N/A,3,NA
The Ideal Sweatshop?: Gender and Transnational Protest,N/A,11,2013
Human trafficking,https://khanahmadli.wordpress.com/wp-content/uploads/2018/08/01humantrafficking.pdf,144,2009
The impact of anti‐sweatshop activism on employment,https://onlinelibrary.wiley.com/doi/pdf/10.1111/rode.12750,10,2021
"Sweatshops, exploitation, and the case for a fair wage",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jopp.12155,52,2019
Do international labor standards contribute to the persistence of the child-labor problem?,https://www.nber.org/system/files/working_papers/w15050/w15050.pdf,57,2010
The relationship between disclosures of corporate social performance and financial performance: Evidences from GRI reports in manufacturing industry,https://www.diva-portal.org/smash/record.jsf?pid=diva2:808196,414,2015
"Agriculture and health: Overview, themes, and moving forward",https://journals.sagepub.com/doi/pdf/10.1177/15648265070282S201,9,2007
The seamy side of the global economy,https://www.staff.ncl.ac.uk/david.harvey/MKT3008/Recap/Seamy%20Side%20of%20Globalization.pdf,15,2011
Syrian refugees and Lebanon's agriculture sector: Exploitation and absorption amongst an 'invisible'workforce,N/A,2,2023
"Revealed: How the UK's agriculture sector relies on modern slavery', Open Democracy, 16.09. 2020",N/A,2,NA
Public–private partnership in labor standards governance: Better factories Cambodia,https://onlinelibrary.wiley.com/doi/pdf/10.1002/pad.589,38,2011
"Wellbeing of Working Children in Carpet Industry in Punjab, Pakistan: Issues, Causes and Interventions",N/A,1,2015
'workers of the world unite'and other impossible propositions,N/A,8,2003
Journal of Agriculture and Food Research,https://www.researchgate.net/profile/Fred-Ankuyi/publication/376278128_Impact_of_children's_appropriate_work_participation_in_cocoa_farms_on_household_welfare_Evidence_from_Ghana/links/6574cea76610947889b14270/Impact-of-childrens-appropriate-work-participation-in-cocoa-farms-on-household-welfare-Evidence-from-Ghana.pdf,0,2023
Precarious Employment and Bonded Labor: Assessment from Agriculture Sector of Punjab (Pakistan),https://poverty.com.pk/index.php/Journal/article/download/458/408,0,2023
The elusive sweatshop,https://ageconsearch.umn.edu/record/317652/files/agecon-jtrf-0482.pdf,12,2003
"Case study: Does I v. the Gap, Inc.: Can a sweatshop suit settlement save Saipan",N/A,13,2004
Child labor and coordination failures,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=df01661716bd94ff39a56294956e0b6f238e6cf5,152,2001
Concept Environmental and Social Review Summary (ESRS)-Resilient and Sustainable Water in Agriculture-P175747,N/A,0,2021
Made In Violation: Non-Legal Solutions To Labor Abuses Perpetrated By American Multinational Corporations In Foreign Sweatshops,N/A,2,2015
Sweatshops and a duty of care: To what extent? The case of Bangladesh,N/A,10,2018
Working for the future: Female factory work and child health in Mexico,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=df98f16ed7b93e199372039517833f639b59ec6f,149,2009
The sweatshop dynamic: US shipper hegemony in the global logistics sector of Los Angeles,N/A,2,2015
"Modern Slavery Statement 2019-20-1. Introduction 2. Organisational structure, business and supply chains",N/A,0,2020
Child Forced Labor Part II: Agriculture in the Americas,N/A,2,NA
"Child labor among Italian immigrant families in the United States, 1880–1930",N/A,2,2001
Case Studies of Violations of Workers' Freedom of Association: Manufacturing Workers,N/A,0,2020
Child Labor in Agriculture on the Rise in Lebanon,N/A,3,NA
"Always victimizers, never victims: Engaging men and boys in human trafficking scholarship",http://refugeeresearch.net/wp-content/uploads/2017/05/Hebert-2016-Engaging-men-and-boys-in-human-trafficking.pdf,41,2016
The global value chain: value for whom? The soccer ball industry in China and Pakistan,N/A,54,2013
The impact of external monitoring and public reporting on business performance in a global manufacturing industry,N/A,25,2009
"… rabochih» v sel'skom hozyajstve nacistskoj Germanii (1941–1945)[Forced laborers. Forced labor of"" Eastern workers"" in the agriculture of Nazi Germany …",N/A,2,NA
A Sweatshop Behind Bars,N/A,3,NA
"BERG, James G. LINNERMAN, Robert BRISON y William PICKETT, 2007 “Changing the child labor laws for agriculture: impacto in injury”",N/A,2,NA
Global human smuggling: Comparative perspectives,N/A,615,2011
After sweatshops? Apparel politics in the circum-Caribbean,https://en.archive.maquilasolidarity.org/sites/maquilasolidarity.org/files/MSN-After_Sweatshops-2009-09-22.pdf,11,2009
"Birth order, child labor, and school attendance in Brazil",https://ir.vanderbilt.edu/bitstream/handle/1803/15707/vu02-w12.pdf?sequence=1&isAllowed=y,332,2008
Child Labor and Exploitation,N/A,2,1999
Technical sourcebook for designers,N/A,76,2014
Economics of human trafficking,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1468-2435.2009.00592.x,395,2010
"Armed conflict exposure, human capital investments, and child labor: evidence from Colombia",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1485740,298,2012
Findings from a report to state policy-makers on minors working in construction,N/A,0,2021
El Monte is the promised land: Why do Asian immigrants continue to risk their lives to work for substandard wages and conditions,https://digitalcommons.lmu.edu/cgi/viewcontent.cgi?article=1407&context=ilr,12,1996
Huck's raft,N/A,1415,2004
Historical sociolinguistics and construction grammar,N/A,17,2017
Hostages of Fortune,N/A,117,1985
"The multinational's manifesto on sweatshops, trade/labor linkage, and codes of conduct",https://digitalcommons.law.utulsa.edu/cgi/viewcontent.cgi?article=1051&context=tjcil,24,2000
Labour Relations in Agriculture,N/A,3,1987
Should teens work in construction?,N/A,0,NA
Social Issues in Supply Chain Sustainability–Focus Areas for Energy and Manufacturing sectors in India and USA,http://ecsdev.org/ojs/index.php/ejsd/article/download/1186/1169,5,2021
"Sweet Negotiations: Sugar, Slavery, and Plantation Agriculture in Early Barbados",N/A,0,2009
""" Things that Involve Sex are Just Different"": US Anti-Trafficking Law and Policy on the Books, in Their Minds, and in Action",N/A,46,2013
"The First Large Wave of Mexican Migration to the US: Rail Construction and Maintenance's Contribution to World-System Development, 1890–1929",N/A,0,2021
Anti-sweatshop activism and the safety-employment tradeoff: Evidence from Bangladesh's Rana Plaza disaster,N/A,9,2023
Rhetorical Ingenuity in the New Global Realities: A Case of the Anti-Sweatshop Movement.,N/A,4,2012
Health Complaints Among Children Working in Agriculture,http://www.emro.who.int/imemrf/Alexandria_j_Pediatrics/2005_19_1_165.pdf,0,2005
"… 1200-1045 BC), as Seen in the Oracle-Bone Inscriptions, with Particular Attention to Handicraft Industries, Agriculture, Warfare, Hunting, Construction, and the Shang's …",N/A,1,2014
The Child Labor Amendment: Its History and Prospects,N/A,2,1935
"'Caution, we have power': Resisting the 'school-to-sweatshop pipeline'through participatory artistic praxes and critical care",https://www.academia.edu/download/91955450/09540253.2019.158220720221004-1-ldxtpm.pdf,27,2019
The ideal sweatshop? Gender and transnational protest,https://library.fes.de/libalt/journals/swetsfulltext/14541285.pdf,40,2002
"Modern slavery risks surge in Asia's manufacturing hubs, pandemic worsens outlook",N/A,2,NA
A Study of Discourse Strategies of Counter-Ideology Construction by Global Times Editorials in Response to the US-Western Actions on Human Rights …,N/A,0,2021
Sweatshops and consumer choices,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/201ABC50299C1D1C0BD347BA714D96E9/S026626711800010Xa.pdf/div-class-title-sweatshops-and-consumer-choices-div.pdf,14,2018
Legal construction of structures of exploitation,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3329192,38,2018
Seeking a New Globalism in Chiapas: opponents of the neoliberal model are demanding a new social contract,N/A,11,2003
"“The clerking sisterhood”: Rationalization and the work culture of saleswomen in American department stores, 1890–1960",N/A,116,2019
Legitimacy Threats and Stakeholder Concerns Within Supply Chains,N/A,0,2015
Construction Sectors in Bangladesh: An Empirical Study Based on Two Regions,http://www.mukpublications.com/resources/vol.13-2-9.pdf,0,NA
Forced labor in agriculture in lower Austria and northern Burgenland,N/A,2,2004
The construction of control: the physical environment and the development of resistance and accommodation within call centres,https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1468-005X.2007.00197.x,74,2007
Students against sweatshops,N/A,176,2002
The ethical revolution sweeping through the world's sweatshops,N/A,7,NA
"Fair trade flowers: Global certification, environmental sustainability, and labor standards",https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1549-0831.2012.00090.x,116,2012
Upstream corporate social responsibility: The evolution from contract responsibility to full producer responsibility,https://scholarship.richmond.edu/cgi/viewcontent.cgi?article=1038&context=management-faculty-publications,124,2016
Accounting and sweatshops: enabling coordination and control in low‐price apparel production chains,https://onlinelibrary.wiley.com/doi/pdf/10.1111/1911-3846.12026,70,NA
Child Labor in Seasonal Migratory Agriculture,N/A,2,NA
Child labor and school achievement in Latin America,https://www.academia.edu/download/44349855/Child_Labor_and_School_Achievement_in_La20160403-20230-1g4p013.pdf,333,2006
